mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	4	3/4	3/4	0	4	firstMeasure					2
2	2	4	3/4	3/4	0	5						3
3	3	4	3/4	3/4	0	6						4
4	4	4	3/4	3/4	0	5						5
5	5	4	3/4	3/4	0	5						6
6	6	4	3/4	3/4	0	4						7
7	7	4	3/4	3/4	0	5						8
8	8	4	3/4	3/4	0	5						9
9	9	4	3/4	3/4	0	5						10
10	10	4	3/4	3/4	0	5						11
11	11	4	3/4	3/4	0	5						12
12	12	4	3/4	3/4	0	5						13
13	13	4	3/4	3/4	0	5						14
14	14	4	3/4	3/4	0	6						15
15	15	4	3/4	3/4	0	6						16
16	16	4	3/4	3/4	0	6						17
17	17	4	3/4	3/4	0	7						18
18	18	4	3/4	3/4	0	5						19
19	19	4	3/4	3/4	0	5						20
20	20	4	3/4	3/4	0	5						21
21	21	4	3/4	3/4	0	5						22
22	22	4	3/4	3/4	0	5						23
23	23	4	3/4	3/4	0	6						24
24	24	4	3/4	3/4	0	6						25
25	25	4	3/4	3/4	0	6						26
26	26	4	3/4	3/4	0	6						27
27	27	4	3/4	3/4	0	7						28
28	28	4	3/4	3/4	0	4	lastMeasure		end			
