mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	0	0	5/8	6/8	1	1	1/8		1/8	1		5	71	0
2	1	0	0	6/8	3	1	1/8		1/8	1		1	55	10
2	1	0	0	6/8	3	1	1/8		1/8	1		5	59	10
2	1	0	0	6/8	2	1	1/8		1/8	1		2	62	6
2	1	0	0	6/8	2	1	1/8		1/8	1		1	67	6
2	1	0	0	6/8	1	1	1/8		1/8	1		5	71	1
2	1	0	0	6/8	2	1	1/8		1/8	1		5	71	6
2	1	1/4	1/4	6/8	3	1	1/8		1/8	1		10	58	11
2	1	1/4	1/4	6/8	1	1	1/8		1/8	1		10	70	2
2	1	1/4	1/4	6/8	2	1	1/8		1/8	1		10	70	7
2	1	3/8	3/8	6/8	3	1	1/8		1/8	1		1	55	12
2	1	3/8	3/8	6/8	3	1	1/8		1/8	1		5	59	12
2	1	3/8	3/8	6/8	2	1	1/8		1/8	1		2	62	8
2	1	3/8	3/8	6/8	2	1	1/8		1/8	1		1	67	8
2	1	3/8	3/8	6/8	2	1	1/8		1/8	1		5	71	8
2	1	3/8	3/8	6/8	1	1	3/16		1/8	3/2		5	71	3
2	1	9/16	9/16	6/8	1	1	1/16		1/16	1		5	71	4
2	1	5/8	5/8	6/8	3	1	1/8		1/8	1		10	58	13
2	1	5/8	5/8	6/8	1	1	1/8		1/8	1		10	70	5
2	1	5/8	5/8	6/8	2	1	1/8		1/8	1		10	70	9
3	2	0	0	6/8	3	1	3/8		1/4	3/2	1	1	55	18
3	2	0	0	6/8	3	1	3/8		1/4	3/2	1	5	59	18
3	2	0	0	6/8	2	1	3/8		1/4	3/2	1	2	62	16
3	2	0	0	6/8	2	1	3/8		1/4	3/2		1	67	16
3	2	0	0	6/8	1	1	3/8		1/4	3/2		5	71	14
3	2	0	0	6/8	2	1	3/8		1/4	3/2		5	71	16
3	2	3/8	3/8	6/8	3	1	1/4		1/4	1	-1	1	55	19
3	2	3/8	3/8	6/8	3	1	1/4		1/4	1	-1	5	59	19
3	2	3/8	3/8	6/8	2	1	1/4		1/4	1	-1	2	62	17
3	2	3/8	3/8	6/8	1	1	1/4		1/4	1		1	67	15
3	2	3/8	3/8	6/8	2	1	1/4		1/4	1		1	67	17
4	3	0	0	6/8	3	1	1/8		1/8	1		4	52	28
4	3	0	0	6/8	3	1	1/8		1/8	1		5	59	28
4	3	0	0	6/8	2	1	1/8		1/8	1		4	64	26
4	3	0	0	6/8	1	1	1/8		1/8	1		1	67	20
4	3	0	0	6/8	2	1	1/8		1/8	1		1	67	26
4	3	1/8	1/8	6/8	1	1	1/8		1/8	1		1	67	21
4	3	1/4	1/4	6/8	1	1	1/8		1/8	1		1	67	22
4	3	3/8	3/8	6/8	3	1	1/8		1/8	1		2	50	29
4	3	3/8	3/8	6/8	2	1	1/8		1/8	1		0	60	27
4	3	3/8	3/8	6/8	3	1	1/8		1/8	1		2	62	29
4	3	3/8	3/8	6/8	2	1	1/8		1/8	1		6	66	27
4	3	3/8	3/8	6/8	2	1	1/8		1/8	1		3	69	27
4	3	3/8	3/8	6/8	1	1	3/16		1/8	3/2		2	74	23
4	3	9/16	9/16	6/8	1	1	1/16		1/16	1		2	74	24
4	3	5/8	5/8	6/8	1	1	1/8		1/8	1		2	74	25
5	4	0	0	6/8	3	1	1/8		1/8	1		1	55	33
5	4	0	0	6/8	2	1	1/8		1/8	1		5	59	32
5	4	0	0	6/8	3	1	1/8		1/8	1		2	62	33
5	4	0	0	6/8	2	1	1/8		1/8	1		1	67	32
5	4	0	0	6/8	2	1	1/8		1/8	1		5	71	32
5	4	0	0	6/8	1	1	1/4		1/4	1		5	71	30
5	4	5/8	5/8	6/8	1	1	1/8		1/8	1		5	71	31
6	5	0	0	6/8	3	1	1/8		1/8	1		1	55	44
6	5	0	0	6/8	3	1	1/8		1/8	1		5	59	44
6	5	0	0	6/8	2	1	1/8		1/8	1		2	62	40
6	5	0	0	6/8	2	1	1/8		1/8	1		1	67	40
6	5	0	0	6/8	2	1	1/8		1/8	1		5	71	40
6	5	0	0	6/8	1	1	3/16		1/8	3/2		5	71	34
6	5	3/16	3/16	6/8	1	1	1/16		1/16	1		5	71	35
6	5	1/4	1/4	6/8	3	1	1/8		1/8	1		10	58	45
6	5	1/4	1/4	6/8	1	1	1/8		1/8	1		10	70	36
6	5	1/4	1/4	6/8	2	1	1/8		1/8	1		10	70	41
6	5	3/8	3/8	6/8	3	1	1/8		1/8	1		1	55	46
6	5	3/8	3/8	6/8	3	1	1/8		1/8	1		5	59	46
6	5	3/8	3/8	6/8	2	1	1/8		1/8	1		2	62	42
6	5	3/8	3/8	6/8	2	1	1/8		1/8	1		1	67	42
6	5	3/8	3/8	6/8	1	1	1/8		1/8	1		5	71	37
6	5	3/8	3/8	6/8	2	1	1/8		1/8	1		5	71	42
6	5	1/2	1/2	6/8	1	1	1/8		1/8	1		5	71	38
6	5	5/8	5/8	6/8	3	1	1/8		1/8	1		10	58	47
6	5	5/8	5/8	6/8	1	1	1/8		1/8	1		10	70	39
6	5	5/8	5/8	6/8	2	1	1/8		1/8	1		10	70	43
7	6	0	0	6/8	3	1	3/8		1/4	3/2		1	55	53
7	6	0	0	6/8	3	1	3/8		1/4	3/2		5	59	53
7	6	0	0	6/8	2	1	3/8		1/4	3/2		2	62	51
7	6	0	0	6/8	2	1	3/8		1/4	3/2		1	67	51
7	6	0	0	6/8	1	1	3/8		1/4	3/2		5	71	48
7	6	0	0	6/8	2	1	3/8		1/4	3/2		5	71	51
7	6	3/8	3/8	6/8	3	1	3/8		1/4	3/2		7	61	54
7	6	3/8	3/8	6/8	3	1	3/8		1/4	3/2		4	64	54
7	6	3/8	3/8	6/8	3	1	3/8		1/4	3/2		1	67	54
7	6	3/8	3/8	6/8	2	1	3/8		1/4	3/2		-2	70	52
7	6	3/8	3/8	6/8	1	1	1/4		1/4	1		4	76	49
7	6	3/8	3/8	6/8	2	1	3/8		1/4	3/2		1	79	52
7	6	5/8	5/8	6/8	1	1	1/8		1/8	1		4	76	50
8	7	0	0	6/8	3	1	1/8		1/8	1		2	62	65
8	7	0	0	6/8	3	1	1/8		1/8	1		6	66	65
8	7	0	0	6/8	2	1	1/8		1/8	1		3	69	61
8	7	0	0	6/8	1	1	1/8		1/8	1		2	74	55
8	7	0	0	6/8	2	1	1/8		1/8	1		6	78	61
8	7	1/8	1/8	6/8	1	1	1/8		1/8	1		5	71	56
8	7	1/4	1/4	6/8	3	1	1/8		1/8	1		8	56	66
8	7	1/4	1/4	6/8	3	1	1/8		1/8	1	1	2	62	66
8	7	1/4	1/4	6/8	3	1	1/8		1/8	1		-1	65	66
8	7	1/4	1/4	6/8	1	1	1/8		1/8	1		8	68	57
8	7	1/4	1/4	6/8	2	1	1/8		1/8	1	1	5	71	62
8	7	1/4	1/4	6/8	2	1	1/8		1/8	1		-1	77	62
8	7	3/8	3/8	6/8	3	1	1/8		1/8	1		3	57	67
8	7	3/8	3/8	6/8	3	1	1/8		1/8	1	-1	2	62	67
8	7	3/8	3/8	6/8	3	1	1/8		1/8	1		1	67	67
8	7	3/8	3/8	6/8	1	1	1/8		1/8	1		3	69	58
8	7	3/8	3/8	6/8	2	1	1/8		1/8	1	-1	5	71	63
8	7	3/8	3/8	6/8	2	1	1/8		1/8	1		4	76	63
8	7	1/2	1/2	6/8	1	1	1/8		1/8	1		1	67	59
8	7	5/8	5/8	6/8	3	1	1/8		1/8	1		3	57	68
8	7	5/8	5/8	6/8	3	1	1/8		1/8	1		7	61	68
8	7	5/8	5/8	6/8	1	1	1/8		1/8	1		4	64	60
8	7	5/8	5/8	6/8	3	1	1/8		1/8	1		1	67	68
8	7	5/8	5/8	6/8	2	1	1/8		1/8	1		3	69	64
8	7	5/8	5/8	6/8	2	1	1/8		1/8	1		4	76	64
9	8	0	0	6/8	1	1	1/8		1/8	1		2	62	69
9	8	0	0	6/8	3	1	1/8		1/8	1		2	62	75
9	8	0	0	6/8	3	1	1/8		1/8	1		6	66	75
9	8	0	0	6/8	2	1	1/8		1/8	1		3	69	71
9	8	0	0	6/8	2	1	1/8		1/8	1		2	74	71
9	8	1/4	1/4	6/8	3	1	1/8		1/8	1		8	56	76
9	8	1/4	1/4	6/8	2	1	1/8		1/8	1		8	68	72
9	8	3/8	3/8	6/8	3	1	1/8		1/8	1		3	57	77
9	8	3/8	3/8	6/8	2	1	1/8		1/8	1		3	69	73
9	8	5/8	5/8	6/8	3	1	1/8		1/8	1		8	56	78
9	8	5/8	5/8	6/8	1	1	1/8		1/8	1		8	68	70
9	8	5/8	5/8	6/8	2	1	1/8		1/8	1		8	68	74
10	9	0	0	6/8	3	1	1/8		1/8	1		2	50	87
10	9	0	0	6/8	3	1	1/8		1/8	1		3	57	87
10	9	0	0	6/8	2	1	1/8		1/8	1		2	62	85
10	9	0	0	6/8	2	1	1/8		1/8	1		-1	65	85
10	9	0	0	6/8	1	1	1/8		1/8	1		3	69	79
10	9	0	0	6/8	2	1	1/8		1/8	1		3	69	85
10	9	1/8	1/8	6/8	1	1	1/8		1/8	1		3	69	80
10	9	1/4	1/4	6/8	1	1	1/8		1/8	1		3	69	81
10	9	3/8	3/8	6/8	1	1	1/8		1/8	1		3	69	82
10	9	1/2	1/2	6/8	1	1	1/8		1/8	1		3	69	83
10	9	5/8	5/8	6/8	3	1	1/8		1/8	1		1	43	88
10	9	5/8	5/8	6/8	3	1	1/8		1/8	1		1	55	88
10	9	5/8	5/8	6/8	2	1	1/8		1/8	1		2	62	86
10	9	5/8	5/8	6/8	2	1	1/8		1/8	1		-1	65	86
10	9	5/8	5/8	6/8	1	1	1/8		1/8	1		5	71	84
10	9	5/8	5/8	6/8	2	1	1/8		1/8	1		5	71	86
11	10	0	0	6/8	3	1	1/8		1/8	1		0	48	94
11	10	0	0	6/8	3	1	1/8		1/8	1		1	55	94
11	10	0	0	6/8	2	1	1/8		1/8	1		4	64	90
11	10	0	0	6/8	2	1	1/8		1/8	1		0	72	90
11	10	0	0	6/8	1	1	1/4		1/4	1		0	72	89
11	10	1/4	1/4	6/8	3	1	1/8		1/8	1		6	54	95
11	10	1/4	1/4	6/8	2	1	1/8		1/8	1		6	66	91
11	10	3/8	3/8	6/8	3	1	1/8		1/8	1		1	55	96
11	10	3/8	3/8	6/8	2	1	1/8		1/8	1		1	67	92
11	10	5/8	5/8	6/8	3	1	1/8		1/8	1		6	54	97
11	10	5/8	5/8	6/8	2	1	1/8		1/8	1		6	66	93
12	11	0	0	6/8	3	1	1/8		1/8	1		1	55	104
12	11	0	0	6/8	2	1	1/8		1/8	1		1	67	102
12	11	1/4	1/4	6/8	1	1	1/8		1/8	1		6	66	98
12	11	3/8	3/8	6/8	1	1	1/8		1/8	1		1	67	99
12	11	1/2	1/2	6/8	1	1	1/8		1/8	1		1	67	100
12	11	5/8	5/8	6/8	3	1	1/8		1/8	1		-1	41	105
12	11	5/8	5/8	6/8	3	1	1/8		1/8	1		-1	53	105
12	11	5/8	5/8	6/8	2	1	1/8		1/8	1		0	60	103
12	11	5/8	5/8	6/8	2	1	1/8		1/8	1		-3	63	103
12	11	5/8	5/8	6/8	1	1	1/8		1/8	1		3	69	101
12	11	5/8	5/8	6/8	2	1	1/8		1/8	1		3	69	103
13	12	0	0	6/8	3	1	1/8		1/8	1		-2	46	115
13	12	0	0	6/8	3	1	1/8		1/8	1		-1	53	115
13	12	0	0	6/8	2	1	1/8		1/8	1		2	62	110
13	12	0	0	6/8	2	1	1/8		1/8	1		-2	70	110
13	12	0	0	6/8	1	1	1/4		1/4	1		-2	70	106
13	12	1/4	1/4	6/8	3	1	1/8		1/8	1		4	52	116
13	12	1/4	1/4	6/8	2	1	1/8		1/8	1		4	64	111
13	12	1/4	1/4	6/8	1	1	1/8		1/8	1		-2	70	107
13	12	3/8	3/8	6/8	3	1	1/8		1/8	1		-1	53	117
13	12	3/8	3/8	6/8	2	1	1/8		1/8	1		-1	65	112
13	12	1/2	1/2	6/8	3	1	1/8		1/8	1		2	50	118
13	12	1/2	1/2	6/8	2	1	1/8		1/8	1		2	62	113
13	12	5/8	5/8	6/8	3	1	1/8		1/8	1		-2	46	119
13	12	5/8	5/8	6/8	2	1	1/8		1/8	1		-2	58	114
13	12	5/8	5/8	6/8	1	1	1/16		1/16	1		-1	65	108
13	12	11/16	11/16	6/8	1	1	1/16		1/16	1		-1	65	109
14	13	0	0	6/8	3	1	1/8		1/8	1		-3	51	126
