mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	crescendo_hairpin	decrescendo_hairpin
2	2	19/4	19/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	29															
2	2	21/4	21/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	30															
2	2	23/4	23/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	31															
2	2	25/4	25/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	32															
2	2	27/4	27/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	33															
2	2	29/4	29/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	34															
2	2	31/4	31/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	35															
2	2	4	4	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	36															
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	37															
2	2	5	5	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	38															
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	39															
2	2	6	6	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	40										2					
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	41										2					
2	2	7	7	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	42										2					
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	43										2					
2	2	4	4	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	44															
2	2	6	6	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	45															
2	2	7	7	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	46															
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	47	schau-														
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	48	-ern,														
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	49	als														
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	50										3					
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	51										3					
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	52										3					
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	53															
3	3	33/4	33/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	54															
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	55															
3	3	37/4	37/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	56															
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	57															
3	3	41/4	41/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	58															
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	59															
3	3	45/4	45/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	60															
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	61															
3	3	8	8	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	62															
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	63															
3	3	9	9	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	64															
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	65															
3	3	10	10	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	66															
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	67															
3	3	11	11	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	68															
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	69															
3	3	8	8	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	70															
3	3	11	11	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	71															
4	4	12	12	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	72	mach-									4					
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	73															
4	4	13	13	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	74	-ten														
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	75	zu														
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	76	die-														
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	77	-ser														
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	78															
4	4	49/4	49/4	0.0	1/16	1/16	Spanner	4/4	2	1	0																	0	
4	4	53/4	53/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	79			articAccentBelow											0	
4	4	27/2	27/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																		
4	4	55/4	55/4	0.0	7/16	7/16	Dynamic	4/4	2	1	0					mp													
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	80															
4	4	57/4	57/4	0.0	9/16	9/16	Spanner	4/4	2	1	0																		0
4	4	57/4	57/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	81															0
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	82															0
4	4	61/4	61/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	83															0
4	4	63/4	63/4	0.0	15/16	15/16	Dynamic	4/4	2	1	0					p													
4	4	63/4	63/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																		
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	84															
4	4	49/4	49/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	85															
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	86															
4	4	12	12	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	87															
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	88															
4	4	13	13	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	89			articAccentBelow												
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	90															
4	4	14	14	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	91															
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	92															
4	4	15	15	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	93															
4	4	31/2	31/2	0.0	7/8	7/8	Dynamic	4/4	3	2	0					p													
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	94															
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	95	Stund'														
5	5	17	17	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	96	um														
5	5	71/4	71/4	0.0	7/16	7/16	Tempo	4/4	1	1	0								𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0						
5	5	71/4	71/4	0.0	7/16	7/16	Spanner	4/4	1	1	0																0		
5	5	71/4	71/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	97	die												0		
5	5	18	18	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	98	halb												0		
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	99	ver-												0		
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	100	-sun-												0		
5	5	39/2	39/2	0.0	7/8	7/8	Tempo	4/4	1	1	0								𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0				0		
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	101	-ken												0		
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	102	en												0		
5	5	65/4	65/4	0.0	1/16	1/16	Spanner	4/4	2	1	0																	1	
5	5	65/4	65/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	103														1	
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	104														1	
5	5	69/4	69/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	105			articAccentAbove											1	
5	5	35/2	35/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																		
5	5	71/4	71/4	0.0	7/16	7/16	Dynamic	4/4	2	1	0					mp													
5	5	71/4	71/4	0.0	7/16	7/16	Spanner	4/4	2	1	0																1		
5	5	71/4	71/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	106													1		
5	5	73/4	73/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	107													1		
5	5	37/2	37/2	0.0	5/8	5/8	Spanner	4/4	2	1	0																1		1
5	5	75/4	75/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	108													1		1
5	5	77/4	77/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	109													1		1
5	5	79/4	79/4	0.0	15/16	15/16	Dynamic	4/4	2	1	0					p											1		
5	5	79/4	79/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																1		
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	110													1		
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	111			articAccentAbove												
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	112															
5	5	18	18	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	113															
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	114															
5	5	19	19	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	115															
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	116															
5	5	16	16	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	117															
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	118															
5	5	17	17	3.0	1/4	1/4	Chord	4/4	3	2	3/4	1/2	3/2	119															
6	6	20	20	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=64	64.0	𝅘𝅥	64.0	0.0				0		
6	6	20	20	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	120	Mau-												0		
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	121	-ern												0		
6	6	43/2	43/2	0.0	3/8	3/8	Tempo	4/4	1	1	0								𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0				0		
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	122	die												0		
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	123	al-												0		
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	124	-ten												0		
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	125	Göt-												0		
6	6	47/2	47/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	126	-ter												0		
6	6	95/4	95/4	0.0	15/16	15/16	Dynamic	4/4	1	1	0					p											0		
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	127	die												0		
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	128													1		
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	129													1		
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	130			articAccentAbove										1		
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	131													1		
6	6	89/4	89/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	132													1		
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	133													1		
6	6	93/4	93/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	134													1		
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	135													1		
6	6	20	20	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	136															
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	137															
6	6	20	20	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	138															
6	6	21	21	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	139			articAccentAbove												
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	140															
6	6	22	22	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	141															
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	142															
6	6	23	23	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	143															
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	144															
7	7	24	24	0.0	0	0	Tempo	4/4	1	1	0								atempo	70.0			1.0						
7	7	24	24	0.0	0	0	Spanner	4/4	1	1	0																		
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	145	Rund'.														
7	7	97/4	97/4	0.0	1/16	1/16	Tempo	4/4	1	1	0								atempo	72.0			1.0						
7	7	27	27	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p													
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	146	Hier														
7	7	24	24	0.0	0	0	Spanner	4/4	2	1	0																		
7	7	97/4	97/4	0.0	1/16	1/16	Spanner	4/4	2	1	0																	2	
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	147										5				2	
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	148										5				2	
7	7	105/4	105/4	0.0	9/16	9/16	Spanner	4/4	2	1	0													5					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	149										5					
7	7	97/4	97/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	150															
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	151															
7	7	101/4	101/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	152															
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	153															
7	7	105/4	105/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	154															
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	155															
7	7	109/4	109/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	156															
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	157															
7	7	24	24	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	158										6					
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	159										6					
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	160										6					
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	161										6					
7	7	26	26	0.0	1/2	1/2	Dynamic	4/4	3	1	0					mp								6					
7	7	26	26	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	162										6					
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	163										6					
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	164										6					
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	165										6					
7	7	24	24	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	166															
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	167															
8	8	28	28	0.0	0	0	Spanner	4/4	1	1	0																	3	
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	168	hin-													3	
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	169	-ter													3	
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	170	den													3	
8	8	30	30	0.0	1/2	1/2	Dynamic	4/4	1	1	0					mp													
8	8	30	30	0.0	1/2	1/2	Spanner	4/4	1	1	0																		
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	171	Myr-									7					
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	172															
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	173	-then-														
8	8	28	28	4.0	0	0	Chord	4/4	2	1	1	1	1	174															
8	8	113/4	113/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	175															
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	176															
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	177															
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	178															
8	8	121/4	121/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	179															
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	180															
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	181															
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	182															
8	8	28	28	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	183										6					
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	184										6					
8	8	29	29	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	185										6					
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	186										6					
8	8	30	30	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	187										6					
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	188										6					
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	189										6					
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	190										6					
8	8	28	28	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	191															
8	8	30	30	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	192															
9	9	32	32	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	193	-bäu-									8					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	194															
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	195	-men,														
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	196	in														
9	9	129/4	129/4	0.0	1/16	1/16	Dynamic	4/4	2	1	0					sf													
9	9	129/4	129/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	197															
9	9	65/2	65/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																		2
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	198															2
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	199															2
9	9	135/4	135/4	0.0	7/16	7/16	Dynamic	4/4	2	1	0					p													2
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	200															2
9	9	34	34	0.0	1/2	1/2	Spanner	4/4	2	1	0																		
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	201															
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	202															
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	203															
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	204															
9	9	32	32	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	205										6					
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	206										6					
9	9	33	33	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	207										6					
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	208										6					
9	9	34	34	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	209										6					
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	210										6					
9	9	35	35	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	211										6					
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	212										6					
9	9	32	32	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	213															
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	214															
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	215															
10	10	36	36	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	216	heim-														
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	217	-lich														
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	218	däm-														
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	219	-mern-														
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	220	-der														
10	10	145/4	145/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	221															
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	222															
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	223															
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	224															
10	10	153/4	153/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	225															
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	226															
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	227															
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	228															
10	10	36	36	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	229										6					
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	230										6					
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	231										6					
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	232										6					
10	10	38	38	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	233															
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	234															
10	10	39	39	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	235															
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	236															
10	10	36	36	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	237															
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	238															
11	11	40	40	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	239	Pracht,									9					
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	240										9					
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	241															
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	242	was														
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	243															
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	244															
11	11	41	41	0.0	1/4	1/4	Spanner	4/4	2	1	0																	4	
