mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	crescendo_hairpin	decrescendo_hairpin
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	245										10				4	
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	246										10				4	
11	11	169/4	169/4	0.0	9/16	9/16	Spanner	4/4	2	1	0													10					
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	247										10					
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	248															
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	249															
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	250															
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	251															
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	252															
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	253															
11	11	40	40	0.0	0	0	Dynamic	4/4	3	1	0					sf													
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	254															
11	11	41	41	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	255															
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	256															
11	11	42	42	0.0	1/2	1/2	Spanner	4/4	3	1	0																	5	
11	11	42	42	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	257														5	
11	11	85/2	85/2	0.0	5/8	5/8	Dynamic	4/4	3	1	0					mp													
11	11	85/2	85/2	0.0	5/8	5/8	Spanner	4/4	3	1	0																		
11	11	85/2	85/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4	1/4	1	258															
11	11	43	43	0.0	3/4	3/4	Spanner	4/4	3	1	0																		3
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	259															3
11	11	175/4	175/4	0.0	15/16	15/16	Spanner	4/4	3	1	0																		
11	11	41	41	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	260										11					
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	261										11					
11	11	43	43	0.75	3/4	3/4	Chord	4/4	3	2	3/16	1/8	3/2	262										11					
11	11	175/4	175/4	0.0	15/16	15/16	Dynamic	4/4	3	2	0					p								11					
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	3	2	1/16	1/16	1	263										11					
12	12	44	44	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	264	sprichst														
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	265	du														
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	266	wirr,														
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	267	wie														
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	268	in														
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	269															
12	12	45	45	3.0	1/4	1/4	Chord	4/4	2	1	3/4	1/2	3/2	270															
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	271															
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	272															
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	273															
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	274															
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	275															
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	276															
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	277															
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	278															
12	12	44	44	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	279															
12	12	89/2	89/2	1.0	1/8	1/8	Chord	4/4	3	1	1/4	1/4	1	280															
12	12	91/2	91/2	1.0	3/8	3/8	Chord	4/4	3	1	1/4	1/4	1	281															
12	12	93/2	93/2	1.0	5/8	5/8	Chord	4/4	3	1	1/4	1/4	1	282															
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	283															
12	12	44	44	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	284										11					
12	12	45	45	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	285										11					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	286										11					
12	12	47	47	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	287										11					
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	288	Träu-														
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	289	-men,														
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	290	zu														
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	291										12					
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	292										12					
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	293										12					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	294															
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	295															
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	296															
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	297															
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	298															
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	299															
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	300															
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	301															
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	302															
13	13	48	48	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	303															
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	304															
13	13	49	49	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	305															
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	306															
13	13	50	50	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	307															
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	308															
13	13	51	51	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	309															
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	310															
13	13	48	48	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	311															
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	312															
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	313	mir,														
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	314	phan-														
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	315	-ta-														
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	316	-sti-														
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	317	-sche														
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	318															
14	14	213/4	213/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	319			articAccentBelow												
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	320															
14	14	217/4	217/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	321															
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	322															
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	323															
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	324															
14	14	209/4	209/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	325															
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	326															
14	14	52	52	0.0	0	0	Spanner	4/4	3	1	0																	6	
14	14	52	52	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	327														6	
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	328														6	
14	14	53	53	0.0	1/4	1/4	Dynamic	4/4	3	1	0					mp													
14	14	53	53	0.0	1/4	1/4	Spanner	4/4	3	1	0																		
14	14	53	53	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	329			articAccentAbove												
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	330															
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	331															
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	332															
14	14	55	55	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	333															
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	334															
14	14	52	52	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	335															
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	336										13					
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1	1	1	337	Nacht!														
15	15	225/4	225/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	338															
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	339															
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	340			articAccentAbove												
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	341															
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	342															
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	343															
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	344															
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	345															
15	15	56	56	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	346															
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	347															
15	15	57	57	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	348															
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	349															
15	15	58	58	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	350															
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	351															
15	15	59	59	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	352															
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	353															
15	15	56	56	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	354															
15	15	57	57	2.0	1/4	1/4	Chord	4/4	3	2	1/2	1/2	1	355			articAccentBelow												
15	15	59	59	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	356															
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	357															
16	16	127/2	127/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0					p													
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	358	Es														
16	16	241/4	241/4	0.0	1/16	1/16	Spanner	4/4	2	1	0																	7	
16	16	241/4	241/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	359														7	
16	16	243/4	243/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	360														7	
16	16	245/4	245/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	361														7	
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	362														7	
16	16	249/4	249/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	363														7	
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	364														7	
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	365														7	
16	16	255/4	255/4	0.0	15/16	15/16	Dynamic	4/4	2	1	0					mp													
16	16	255/4	255/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																		
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	366															
16	16	60	60	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	367															
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	368															
16	16	61	61	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	369															
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	370															
16	16	62	62	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	371															
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	372															
16	16	63	63	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	373															
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	374															
16	16	60	60	4.0	0	0	Chord	4/4	3	2	1	1	1	375															
17	17	64	64	0.0	0	0	Spanner	4/4	1	1	0																	8	
17	17	64	64	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	376	fun-													8	
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	377	-keln													8	
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	378	auf													8	
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	379	mich													8	
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	380	al-													8	
17	17	135/2	135/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0					mp													
17	17	135/2	135/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																		
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	381	-le														
17	17	257/4	257/4	0.0	1/16	1/16	Spanner	4/4	2	1	0																	9	
17	17	257/4	257/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	382														9	
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	383														9	
17	17	261/4	261/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	384														9	
17	17	263/4	263/4	0.0	7/16	7/16	Dynamic	4/4	2	1	0					mp												9	
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	385														9	
17	17	66	66	0.0	1/2	1/2	Spanner	4/4	2	1	0																		
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	386															
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	387															
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	388															
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	389															
17	17	64	64	0.0	0	0	Spanner	4/4	3	1	0														0	0			
17	17	64	64	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	390											0	0			
17	17	129/2	129/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	391											0	0			
17	17	65	65	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	392											0	0			
17	17	131/2	131/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	393											0	0			
17	17	66	66	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	394											0	0			
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	395											0	0			
17	17	67	67	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	396											0	0			
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	397											0	0			
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	398	Ster-		articAccentAbove												
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	399	-ne														
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	400	mit														
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	401										14					
18	18	277/4	277/4	0.0	5/16	5/16	Spanner	4/4	2	1	0													14				10	
18	18	70	70	0.0	1/2	1/2	Spanner	4/4	2	1	0													14					
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	402										14					
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	403															
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	404															
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	405															
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	406															
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	407															
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	408															
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	409															
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	410															
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	411															
18	18	68	68	0.0	0	0	Spanner	4/4	3	1	0																		
18	18	68	68	0.0	0	0	Spanner	4/4	3	1	0														1	1			
18	18	68	68	0.25	0	0	Chord	4/4	3	1	1/16	1/16	1	412											1	1			
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	413											1	1			
18	18	69	69	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	414											1	1			
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	415											1	1			
18	18	70	70	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	416											1	1			
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	417											1	1			
18	18	71	71	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	418											1	1			
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	419											1	1			
19	19	72	72	0.0	0	0	Spanner	4/4	1	1	0																	11	
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	420	glü-													11	
19	19	73	73	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	421	-hen-													11	
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	422	-dem													11	
19	19	74	74	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	423	Lie-													11	
19	19	151/2	151/2	0.0	7/8	7/8	Dynamic	4/4	1	1	0					mf													
19	19	151/2	151/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																		
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	424	-bes-														
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	425															
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	426															
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	427															
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	428															
19	19	297/4	297/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	429															
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	430															
19	19	301/4	301/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	431															
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	432															
19	19	72	72	0.0	0	0	Spanner	4/4	3	1	0																		
19	19	72	72	0.0	0	0	Spanner	4/4	3	1	0														2	2			
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	433											2	2			
19	19	73	73	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	434											2	2			
19	19	147/2	147/2	0.0	3/8	3/8	Spanner	4/4	3	1	0														2	2		12	
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	435											2	2		12	
19	19	74	74	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	436											2	2		12	
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	437											2	2		12	
19	19	75	75	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	438											2	2		12	
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	439											2	2		12	
19	19	72	72	0.0	0	0	Dynamic	4/4	3	2	0					sf									2	2		12	
19	19	72	72	4.0	0	0	Chord	4/4	3	2	1	1	1	440											2	2		12	
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	441	-blick,														
20	20	159/2	159/2	0.0	7/8	7/8	Spanner	4/4	1	1	0																	13	
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	442	es													13	
20	20	77	77	0.0	1/4	1/4	Spanner	4/4	2	1	0																	14	
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	443										15				14	
20	20	78	78	0.0	1/2	1/2	Spanner	4/4	2	1	0													15					
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	444										15					
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	445															
20	20	305/4	305/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	446															
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	447															
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	448															
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	449															
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	450															
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	451															
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	452															
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	453															
20	20	76	76	0.0	0	0	Spanner	4/4	3	1	0																		
20	20	76	76	0.0	0	0	Spanner	4/4	3	1	0																		
20	20	76	76	0.0	0	0	Spanner	4/4	3	1	0														3	3			
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	454											3	3			
20	20	77	77	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	455											3	3			
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	456											3	3			
20	20	78	78	0.25	1/2	1/2	Chord	4/4	3	1	1/16	1/16	1	457											3	3			
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	458											3	3			
20	20	79	79	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	459											3	3			
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	460											3	3			
20	20	76	76	0.0	0	0	Dynamic	4/4	3	2	0					sf									3	3			
20	20	76	76	0.0	0	0	Dynamic	4/4	3	2	0					mf									3	3			
20	20	76	76	4.0	0	0	Chord	4/4	3	2	1	1	1	461											3	3			
21	21	80	80	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	462	re-													13	
21	21	163/2	163/2	0.0	3/8	3/8	Spanner	4/4	1	1	0																		
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	463	-det														
21	21	82	82	0.0	1/2	1/2	Dynamic	4/4	1	1	0					mf													
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	464	trun-														
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	465	-ken														
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	466	die														
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	467										16					
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	468										16					
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	469			articAccentAbove							16					
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	470										16					
21	21	321/4	321/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	471															
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	472															
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	473															
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	474															
21	21	329/4	329/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	475															
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	476															
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	477															
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	478															
21	21	80	80	0.0	0	0	Spanner	4/4	3	1	0																		
21	21	80	80	0.0	0	0	Spanner	4/4	3	1	0														4	4			
21	21	80	80	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	479											4	4			
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16	1/16	1	480											4	4			
21	21	81	81	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	481											4	4			
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	482											4	4			
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16	1/16	1	483											4	4			
21	21	83	83	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	484											4	4			
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16	1/16	1	485											4	4			
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	486	Fer-									17					
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	487															
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	488	-ne														
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	489	wie														
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	490	von														
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	491										16					
