mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	diminuendo_line	crescendo_hairpin	decrescendo_hairpin
18	18	103/3	103/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	453														
18	18	69/2	69/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	454														
18	18	104/3	104/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	455														
18	18	209/6	209/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	456														
18	18	35	35	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	457														
18	18	211/6	211/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	458														
18	18	106/3	106/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	459														
18	18	71/2	71/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	460														
18	18	107/3	107/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	461														
18	18	215/6	215/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	462														
19	19	36	36	0.0	0	0	Spanner	2/4	1	1	0																	14	
19	19	36	36	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	463	Mond,												14	
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	464	die												14	
19	19	37	37	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	465	Ster-								19				14	
19	19	149/4	149/4	0.0	5/16	5/16	Spanner	2/4	1	1	0																		
19	19	149/4	149/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	466														
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	467	-ne													
19	19	36	36	0.0	0	0	Spanner	2/4	2	1	0																	15	
19	19	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	468													15	
19	19	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	469													15	
19	19	73/2	73/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	470													15	
19	19	110/3	110/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	471													15	
19	19	221/6	221/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	472													15	
19	19	37	37	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	473													15	
19	19	223/6	223/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	474													15	
19	19	112/3	112/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	475													15	
19	19	75/2	75/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	476													15	
19	19	113/3	113/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	477													15	
19	19	227/6	227/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	478													15	
19	19	36	36	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	479														
19	19	217/6	217/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	480														
19	19	109/3	109/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	481														
19	19	73/2	73/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	482														
19	19	110/3	110/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	483														
19	19	221/6	221/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	484														
19	19	37	37	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	485														
19	19	223/6	223/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	486														
19	19	112/3	112/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	487														
19	19	75/2	75/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	488														
19	19	113/3	113/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	489														
19	19	227/6	227/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	490														
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	491	sa-													
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	492	-gen's,													
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	493	und													
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	494	im													
20	20	38	38	0.0	0	0	Spanner	2/4	2	1	0																		
20	20	229/6	229/6	0.0	1/24	1/24	Spanner	2/4	2	1	0																	16	
20	20	229/6	229/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	495													16	
20	20	115/3	115/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	496													16	
20	20	77/2	77/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	497													16	
20	20	116/3	116/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	498													16	
20	20	233/6	233/6	0.0	5/24	5/24	Spanner	2/4	2	1	0																		
20	20	233/6	233/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	499														
20	20	39	39	0.0	1/4	1/4	Spanner	2/4	2	1	0																		1
20	20	39	39	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	500														1
20	20	235/6	235/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	501														1
20	20	118/3	118/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	502														1
20	20	79/2	79/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	503														1
20	20	119/3	119/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	504														1
20	20	239/6	239/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	505														1
20	20	38	38	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	506														
20	20	229/6	229/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	507														
20	20	115/3	115/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	508														
20	20	77/2	77/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	509														
20	20	116/3	116/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	510														
20	20	233/6	233/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	511														
20	20	39	39	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	512														
20	20	235/6	235/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	513														
20	20	118/3	118/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	514														
20	20	79/2	79/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	515														
20	20	119/3	119/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	516														
20	20	239/6	239/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	517														
21	21	40	40	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	518	Trau-													
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	519	-me													
21	21	41	41	0.0	1/4	1/4	Spanner	2/4	1	1	0																	17	
21	21	41	41	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	520	rauscht's								20				17	
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	521									20				17	
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	522													17	
21	21	167/4	167/4	0.0	7/16	7/16	Spanner	2/4	1	1	0																		
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	523	der													
21	21	40	40	0.0	0	0	Spanner	2/4	2	1	0																		
21	21	241/6	241/6	0.0	1/24	1/24	Spanner	2/4	2	1	0																	18	
21	21	241/6	241/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	524													18	
21	21	121/3	121/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	525													18	
21	21	81/2	81/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	526													18	
21	21	122/3	122/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	527													18	
21	21	245/6	245/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	528													18	
21	21	41	41	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	529													18	
21	21	247/6	247/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	530													18	
21	21	124/3	124/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	531													18	
21	21	83/2	83/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	532													18	
21	21	125/3	125/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	533													18	
21	21	251/6	251/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	534													18	
21	21	40	40	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	535														
21	21	241/6	241/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	536														
21	21	121/3	121/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	537														
21	21	81/2	81/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	538														
21	21	122/3	122/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	539														
21	21	245/6	245/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	540														
21	21	41	41	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	541														
21	21	247/6	247/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	542														
21	21	124/3	124/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	543														
21	21	83/2	83/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	544														
21	21	125/3	125/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	545														
21	21	251/6	251/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	546														
22	22	42	42	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	547	Hain,													
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	548	und													
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	549	die													
22	22	42	42	0.0	0	0	Spanner	2/4	2	1	0																		
22	22	253/6	253/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	550														
22	22	127/3	127/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	551														
22	22	85/2	85/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	552														
22	22	128/3	128/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	553														
22	22	257/6	257/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	554														
22	22	43	43	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f												
22	22	259/6	259/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	555														
22	22	130/3	130/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	556														
22	22	87/2	87/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	557														
22	22	131/3	131/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	558														
22	22	263/6	263/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	559														
22	22	42	42	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	560														
22	22	253/6	253/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	561														
22	22	127/3	127/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	562														
22	22	85/2	85/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	563														
22	22	128/3	128/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	564														
22	22	257/6	257/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	565														
22	22	43	43	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	566														
22	22	259/6	259/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	567														
22	22	130/3	130/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	568														
22	22	87/2	87/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	569														
22	22	131/3	131/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	570														
22	22	263/6	263/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	571														
23	23	44	44	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	572	Nach-													
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	573	-ti-													
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	574	-gal-								21					
23	23	181/4	181/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	575														
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	576	-len													
23	23	265/6	265/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	577														
23	23	133/3	133/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	578														
23	23	89/2	89/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	579														
23	23	134/3	134/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	580														
23	23	269/6	269/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	581														
23	23	45	45	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f												
23	23	271/6	271/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	582														
23	23	136/3	136/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	583														
23	23	91/2	91/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	584														
23	23	137/3	137/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	585														
23	23	275/6	275/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	586														
23	23	44	44	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	587														
23	23	265/6	265/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	588														
23	23	133/3	133/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	589														
23	23	89/2	89/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	590														
23	23	134/3	134/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	591														
23	23	269/6	269/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	592														
23	23	45	45	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	593														
23	23	271/6	271/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	594														
23	23	136/3	136/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	595														
23	23	91/2	91/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	596														
23	23	137/3	137/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	597														
23	23	275/6	275/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	598														
24	24	46	46	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	599	schla-													
24	24	93/2	93/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	600	-gen's:													
24	24	95/2	95/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0						f												
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	601	„Sie													
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	602	ist													
24	24	46	46	0.0	0	0	Dynamic	2/4	2	1	0						f												
24	24	185/4	185/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																	19	
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	603									22				19	
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	604									22				19	
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	605									22				19	
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	606									22				19	
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	607									22				19	
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	608									22				19	
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	609													19	
24	24	185/4	185/4	0.75	1/16	1/16	Chord	2/4	2	2	3/16		1/8	3/2	610													19	
24	24	47	47	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	611													19	
24	24	46	46	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	612														
24	24	277/6	277/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	613														
24	24	139/3	139/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	614														
24	24	93/2	93/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	615														
24	24	140/3	140/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	616														
24	24	281/6	281/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	617														
24	24	47	47	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	618														
24	24	283/6	283/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	619														
24	24	142/3	142/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	620														
24	24	95/2	95/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	621														
24	24	143/3	143/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	622														
24	24	287/6	287/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	623														
25	25	48	48	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	624	Dei-													
25	25	49	49	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	625														
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	626	-ne,													
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	627	sie													
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	628	ist													
25	25	48	48	0.0	0	0	Spanner	2/4	2	1	0																		
25	25	289/6	289/6	0.0	1/24	1/24	Spanner	2/4	2	1	0																	20	
25	25	289/6	289/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	629													20	
25	25	145/3	145/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	630													20	
25	25	97/2	97/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	631													20	
25	25	146/3	146/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	632													20	
25	25	293/6	293/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	633													20	
25	25	49	49	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
25	25	49	49	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	634														
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	635			articStaccatoBelow						23					
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	636			articStaccatoBelow						23					
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	637			articStaccatoBelow											
25	25	289/6	289/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	638														
25	25	145/3	145/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	639														
25	25	97/2	97/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	640														
25	25	146/3	146/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	641														
25	25	293/6	293/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	642														
25	25	49	49	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	643														
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	644			articStaccatoAbove						24					
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	645			articStaccatoAbove						24					
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	646			articStaccatoAbove											
25	25	48	48	1.0	0	0	Chord	2/4	3	2	1/4		1/4	1	647														
25	25	49	49	0.25	1/4	1/4	Chord	2/4	3	2	1/16		1/16	1	648														
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	3	2	1/16		1/16	1	649														
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	3	2	1/16		1/16	1	650														
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	3	2	1/16		1/16	1	651														
26	26	50	50	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	652	Dein!”													
26	26	301/6	301/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	653														
26	26	151/3	151/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	654														
26	26	101/2	101/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	655														
26	26	152/3	152/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	656														
26	26	305/6	305/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	657														
26	26	51	51	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	658														
26	26	307/6	307/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	659														
26	26	154/3	154/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	660														
26	26	103/2	103/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	661														
26	26	155/3	155/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	662														
26	26	311/6	311/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	663														
26	26	50	50	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	664									25					
26	26	201/4	201/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	665									26					
26	26	101/2	101/2	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	666									26					
26	26	407/8	407/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	667														
26	26	51	51	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	668									27					
26	26	205/4	205/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	669									27					
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	670									27					
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	671														
26	26	201/4	201/4	1.75	1/16	1/16	Chord	2/4	3	2	7/16		1/4	7/4	672														
26	26	50	50	2.0	0	0	Chord	2/4	3	3	1/2		1/2	1	673														
27	27	52	52	0.0	0	0	Spanner	2/4	2	1	0																	21	
27	27	52	52	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	674													21	
27	27	313/6	313/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	675													21	
27	27	157/3	157/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	676													21	
27	27	105/2	105/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	677													21	
27	27	158/3	158/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	678													21	
27	27	317/6	317/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	679													21	
27	27	53	53	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
27	27	319/6	319/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	680														
27	27	160/3	160/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	681														
27	27	161/3	161/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	682														
27	27	323/6	323/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	683														
27	27	52	52	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	684														
27	27	53	53	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	685			articAccentBelow											
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	686														
27	27	52	52	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	687									28					
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	688									28					
27	27	53	53	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	689									28					
27	27	52	52	0.25	0	0	Chord	2/4	3	2	1/16		1/16	1	690														
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	3	2	1/16		1/16	1	691														
