mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	pedal	Pedal_Mit Pedal.	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	24	den											
2	2	5	5	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	25			articAccentAbove									
2	2	7	7	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	26			articAccentAbove									
2	2	4	4	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	27							4	0	0			
2	2	17/4	17/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	28							4	0	0			
2	2	9/2	9/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	29							4	0	0			
2	2	19/4	19/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	30								0	0			
2	2	5	5	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	31							5	0	0			
2	2	21/4	21/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	32							5	0	0			
2	2	11/2	11/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	33							5	0	0			
2	2	23/4	23/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	34								0	0			
2	2	6	6	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	35							6	0	0			
2	2	25/4	25/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	36							6	0	0			
2	2	13/2	13/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	37							6	0	0			
2	2	27/4	27/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	38								0	0			
2	2	7	7	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	39							7	0	0			
2	2	29/4	29/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	40							7	0	0			
2	2	15/2	15/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	41							7	0	0			
2	2	31/4	31/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	42								0	0			
3	3	8	8	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	43	Bli-											
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	44	-tzen											
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	45	roth											
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	46	da											
3	3	9	9	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	47			articAccentAbove									
3	3	11	11	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	48			articAccentAbove									
3	3	8	8	0.0	0	0	Spanner	4/4	3	1	0																
3	3	8	8	0.0	0	0	Spanner	4/4	3	1	0												1		1		
3	3	8	8	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	49							8	1		1		
3	3	33/4	33/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	50							8	1		1		
3	3	17/2	17/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	51							8	1		1		
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	52								1		1		
3	3	9	9	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	53							9	1		1		
3	3	37/4	37/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	54							9	1		1		
3	3	19/2	19/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	55							9	1		1		
3	3	39/4	39/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	56								1		1		
3	3	10	10	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	57							10	1		1		
3	3	41/4	41/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	58							10	1		1		
3	3	21/2	21/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	59							10	1		1		
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	60								1		1		
3	3	11	11	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	61							11	1		1		
3	3	45/4	45/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	62							11	1		1		
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	63							11	1		1		
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	64								1		1		
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	65	kom-											
4	4	13	13	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	66	-men											
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	67	die											
4	4	14	14	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	68												
4	4	14	14	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	69												
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	70	Wol-						12					
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	71												
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	72	-ken											
4	4	13	13	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	73			articAccentAbove									
4	4	15	15	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	74			articAccentAbove									
4	4	12	12	0.0	0	0	Spanner	4/4	3	1	0																
4	4	12	12	0.0	0	0	Spanner	4/4	3	1	0												2		2		
4	4	12	12	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	75							13	2		2		
4	4	49/4	49/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	76							13	2		2		
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	77							13	2		2		
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	78								2		2		
4	4	13	13	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	79							14	2		2		
4	4	53/4	53/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	80							14	2		2		
4	4	27/2	27/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	81							14	2		2		
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	82								2		2		
4	4	14	14	0.0	1/2	1/2	Spanner	4/4	3	1	0																
4	4	14	14	0.0	1/2	1/2	Spanner	4/4	3	1	0												3		3		
4	4	14	14	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	83							15	3		3		
4	4	57/4	57/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	84							15	3		3		
4	4	29/2	29/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	85							15	3		3		
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	86								3		3		
4	4	15	15	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	87							16	3		3		
4	4	61/4	61/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	88							16	3		3		
4	4	31/2	31/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	89							16	3		3		
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	90								3		3		
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	91	her.											
5	5	19	19	0.0	3/4	3/4	Dynamic	4/4	1	1	0						pp										
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	92	A-											
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	93	-ber											
5	5	17	17	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	94			articAccentAbove									
5	5	18	18	0.0	1/2	1/2	Dynamic	4/4	2	1	0						pp										
5	5	19	19	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	95												
5	5	16	16	0.0	0	0	Spanner	4/4	3	1	0																
5	5	16	16	0.0	0	0	Spanner	4/4	3	1	0												4		4		
5	5	16	16	0.0	0	0	Spanner	4/4	3	1	0												4		4		0
5	5	16	16	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	96							17	4		4		0
5	5	65/4	65/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	97							17	4		4		0
5	5	33/2	33/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	98							17	4		4		0
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	99								4		4		0
5	5	17	17	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	100							18	4		4		0
5	5	69/4	69/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	101							18	4		4		0
5	5	35/2	35/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	102							18	4		4		0
5	5	71/4	71/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	103								4		4		0
5	5	18	18	0.0	1/2	1/2	Spanner	4/4	3	1	0																0
5	5	18	18	0.0	1/2	1/2	Spanner	4/4	3	1	0												5		5		0
5	5	18	18	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	104							19	5		5		0
5	5	73/4	73/4	0.0	9/16	9/16	Spanner	4/4	3	1	0											19	5		5		
5	5	73/4	73/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	105							19	5		5		
5	5	37/2	37/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	106							19	5		5		
5	5	75/4	75/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	107								5		5		
5	5	19	19	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	108							20	5		5		
5	5	77/4	77/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	109							20	5		5		
5	5	39/2	39/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	110							20	5		5		
5	5	79/4	79/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	111								5		5		
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	112	Va-											
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	113	-ter											
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	114	und											
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	115	Mut-											
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	116	-ter											
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	117	sind											
6	6	21	21	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	118												
6	6	23	23	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	119												
6	6	20	20	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	120							21	5		5		
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	121							21	5		5		
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	122							21	5		5		
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	123								5		5		
6	6	21	21	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	124							22	5		5		
6	6	85/4	85/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	125							22	5		5		
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	126							22	5		5		
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	127								5		5		
6	6	22	22	0.0	1/2	1/2	Spanner	4/4	3	1	0																
6	6	22	22	0.0	1/2	1/2	Spanner	4/4	3	1	0												6		6		
6	6	22	22	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	128							23	6		6		
6	6	89/4	89/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	129							23	6		6		
6	6	45/2	45/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	130							23	6		6		
6	6	91/4	91/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	131								6		6		
6	6	23	23	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	132							24	6		6		
6	6	93/4	93/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	133							24	6		6		
6	6	47/2	47/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	134							24	6		6		
6	6	95/4	95/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	135								6		6		
6	6	22	22	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	136								6		6		
7	7	24	24	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	137	lan-											
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	138	-ge											
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	139	todt,											
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	140	es											
7	7	25	25	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	141												
7	7	27	27	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	142												
7	7	24	24	0.0	0	0	Spanner	4/4	3	1	0																
7	7	24	24	0.0	0	0	Spanner	4/4	3	1	0												7		7		
7	7	24	24	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	143							25	7		7		
7	7	97/4	97/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	144							25	7		7		
7	7	49/2	49/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	145							25	7		7		
7	7	99/4	99/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	146								7		7		
7	7	25	25	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	147							26	7		7		
7	7	101/4	101/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	148							26	7		7		
7	7	51/2	51/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	149							26	7		7		
7	7	103/4	103/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	150								7		7		
7	7	26	26	0.0	1/2	1/2	Spanner	4/4	3	1	0																
7	7	26	26	0.0	1/2	1/2	Spanner	4/4	3	1	0												8		8		
7	7	26	26	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	151							27	8		8		
7	7	105/4	105/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	152							27	8		8		
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	153							27	8		8		
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	154								8		8		
7	7	27	27	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	155							28	8		8		
7	7	109/4	109/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	156							28	8		8		
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	157							28	8		8		
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	158								8		8		
7	7	24	24	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	159								8		8		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	160								8		8		
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	161	kennt											
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	162	mich											
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	163	dort											
8	8	30	30	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	164												
8	8	30	30	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	165												
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	166	Kei-						29					
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	167												
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	168	-ner											
8	8	29	29	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	169												
8	8	31	31	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	170												
8	8	28	28	0.0	0	0	Spanner	4/4	3	1	0												9		9		
8	8	28	28	0.0	0	0	Spanner	4/4	3	1	0												9		9		
8	8	28	28	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	171							30	9		9		
8	8	113/4	113/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	172							30	9		9		
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	173							30	9		9		
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	174								9		9		
8	8	29	29	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	175							31	9		9		
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	176							31	9		9		
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	177							31	9		9		
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	178								9		9		
8	8	30	30	0.0	1/2	1/2	Spanner	4/4	3	1	0																
8	8	30	30	0.0	1/2	1/2	Spanner	4/4	3	1	0												10		10		
8	8	30	30	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	179							32	10		10		
8	8	121/4	121/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	180							32	10		10		
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	181							32	10		10		
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	182								10		10		
8	8	31	31	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	183							33	10		10		
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	184							33	10		10		
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	185							33	10		10		
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	186								10		10		
8	8	28	28	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	187								10		10		
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	188	mehr.											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	189	Wie											
9	9	33	33	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	190												
9	9	35	35	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	191												
9	9	32	32	0.0	0	0	Spanner	4/4	3	1	0																
9	9	32	32	0.0	0	0	Spanner	4/4	3	1	0												11		11		
9	9	32	32	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	192							34	11		11		
9	9	129/4	129/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	193							34	11		11		
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	194							34	11		11		
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	195								11		11		
9	9	33	33	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	196							35	11		11		
9	9	133/4	133/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	197							35	11		11		
9	9	67/2	67/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	198							35	11		11		
9	9	135/4	135/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	199								11		11		
9	9	34	34	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	200							36	11		11		
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	201							36	11		11		
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	202							36	11		11		
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	203								11		11		
9	9	35	35	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	204							37	11		11		
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	205							37	11		11		
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	206							37	11		11		
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	207								11		11		
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	208	bald,											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	209	ach											
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	210	wie											
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	211	bald											
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	212	kommt											
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	213	die											
10	10	37	37	0.0	1/4	1/4	Spanner	4/4	2	1	0															0	
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	214							38				0	
10	10	38	38	0.0	1/2	1/2	Dynamic	4/4	2	1	0						p					38					
10	10	38	38	0.0	1/2	1/2	Spanner	4/4	2	1	0											38					
10	10	38	38	0.0	1/2	1/2	Spanner	4/4	2	1	0											38					1
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	215							38					1
10	10	39	39	0.0	3/4	3/4	Dynamic	4/4	2	1	0						pp					38					
10	10	39	39	0.0	3/4	3/4	Spanner	4/4	2	1	0											38					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	216							38					
10	10	36	36	0.0	0	0	Spanner	4/4	3	1	0																
10	10	36	36	0.0	0	0	Spanner	4/4	3	1	0												12		12		
10	10	36	36	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	217							39	12		12		
10	10	145/4	145/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	218							39	12		12		
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	219							39	12		12		
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	220								12		12		
10	10	37	37	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	221							40	12		12		
10	10	149/4	149/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	222							40	12		12		
10	10	75/2	75/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	223							40	12		12		
10	10	151/4	151/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	224								12		12		
10	10	38	38	0.0	1/2	1/2	Spanner	4/4	3	1	0																
10	10	38	38	0.0	1/2	1/2	Spanner	4/4	3	1	0												13		13		
10	10	38	38	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	225							41	13		13		
10	10	153/4	153/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	226							41	13		13		
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	227							41	13		13		
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	228								13		13		
10	10	39	39	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	229							42	13		13		
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	230							42	13		13		
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	231							42	13		13		
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	232								13		13		
10	10	36	36	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	233								13		13		
