mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	pedal	Pedal_Mit Pedal.	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	234								13		13		
11	11	40	40	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	235	stil-											
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	236	-le											
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	237	Zeit,											
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	238	da											
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	239							43					
11	11	41	41	0.0	1/4	1/4	Spanner	4/4	2	1	0											43				1	
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	240							43				1	
11	11	42	42	0.0	1/2	1/2	Dynamic	4/4	2	1	0						p					43					
11	11	42	42	0.0	1/2	1/2	Spanner	4/4	2	1	0											43					
11	11	42	42	0.0	1/2	1/2	Spanner	4/4	2	1	0											43					2
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	241							43					2
11	11	43	43	0.0	3/4	3/4	Dynamic	4/4	2	1	0						pp					43					
11	11	43	43	0.0	3/4	3/4	Spanner	4/4	2	1	0											43					
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	242							43					
11	11	40	40	0.0	0	0	Spanner	4/4	3	1	0																
11	11	40	40	0.0	0	0	Spanner	4/4	3	1	0												14		14		
11	11	40	40	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	243							44	14		14		
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	244							44	14		14		
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	245							44	14		14		
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	246								14		14		
11	11	41	41	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	247							45	14		14		
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	248							45	14		14		
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	249							45	14		14		
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	250								14		14		
11	11	42	42	0.0	1/2	1/2	Spanner	4/4	3	1	0																
11	11	42	42	0.0	1/2	1/2	Spanner	4/4	3	1	0												15		15		
11	11	42	42	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	251							46	15		15		
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	252							46	15		15		
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	253							46	15		15		
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	254								15		15		
11	11	43	43	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	255							47	15		15		
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	256							47	15		15		
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	257							47	15		15		
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	258								15		15		
11	11	40	40	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	259								15		15		
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	260								15		15		
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	261	ru-											
12	12	46	46	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	262	-he											
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	263	ich											
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	264												
12	12	45	45	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	265												
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	266												
12	12	44	44	0.0	0	0	Spanner	4/4	3	1	0																
12	12	44	44	0.0	0	0	Spanner	4/4	3	1	0												16		16		
12	12	44	44	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	267							48	16		16		
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	268							48	16		16		
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	269							48	16		16		
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	270								16		16		
12	12	45	45	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	271							49	16		16		
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	272							49	16		16		
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	273							49	16		16		
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	274								16		16		
12	12	46	46	0.0	1/2	1/2	Spanner	4/4	3	1	0																
12	12	46	46	0.0	1/2	1/2	Spanner	4/4	3	1	0												17		17		
12	12	46	46	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	275							50	17		17		
12	12	185/4	185/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	276							50	17		17		
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	277							50	17		17		
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	278								17		17		
12	12	47	47	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	279							51	17		17		
12	12	189/4	189/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	280							51	17		17		
12	12	95/2	95/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	281							51	17		17		
12	12	191/4	191/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	282								17		17		
12	12	44	44	1.0	0	0	Chord	4/4	3	2	1/4		1/4	1	283								17		17		
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	284								17		17		
13	13	48	48	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	285	auch,											
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	286	da											
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	287												
13	13	49	49	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	288							52					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	289												
13	13	48	48	0.0	0	0	Spanner	4/4	3	1	0																
13	13	48	48	0.0	0	0	Spanner	4/4	3	1	0												18		18		
13	13	48	48	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	290							53	18		18		
13	13	193/4	193/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	291							53	18		18		
13	13	97/2	97/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	292							53	18		18		
13	13	195/4	195/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	293								18		18		
13	13	49	49	0.0	1/4	1/4	Spanner	4/4	3	1	0																
13	13	197/4	197/4	0.0	5/16	5/16	Spanner	4/4	3	1	0												19		19		
13	13	197/4	197/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	294							54	19		19		
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	295							54	19		19		
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	296								19		19		
13	13	50	50	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	297							55	19		19		
13	13	201/4	201/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	298							55	19		19		
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	299							55	19		19		
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	300								19		19		
13	13	51	51	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	301							56	19		19		
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	302							56	19		19		
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	303							56	19		19		
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	304								19		19		
13	13	48	48	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	305								19		19		
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	306								19		19		
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	307								19		19		
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	308	ru-											
14	14	54	54	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	309	-he											
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	310	ich											
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	311							57					
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	312							57					
14	14	52	52	0.0	0	0	Spanner	4/4	3	1	0												20		20		
14	14	52	52	0.0	0	0	Spanner	4/4	3	1	0												20		20		
14	14	52	52	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	313							58	20		20		
14	14	209/4	209/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	314							58	20		20		
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	315							58	20		20		
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	316								20		20		
14	14	53	53	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	317							59	20		20		
14	14	213/4	213/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	318							59	20		20		
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	319							59	20		20		
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	320								20		20		
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	3	1	0																
14	14	54	54	0.0	1/2	1/2	Spanner	4/4	3	1	0												21		21		
14	14	54	54	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	321							60	21		21		
14	14	217/4	217/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	322							60	21		21		
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	323							60	21		21		
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	324								21		21		
14	14	55	55	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	325							61	21		21		
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	326							61	21		21		
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	327							61	21		21		
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	328								21		21		
14	14	52	52	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	329								21		21		
14	14	54	54	2.0	1/2	1/2	Chord	4/4	3	2	1/2		1/2	1	330								21		21		
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	331	auch											
15	15	59	59	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	332	und						62					
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	333												
15	15	56	56	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	334												
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	335							63					
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	336												
15	15	56	56	0.0	0	0	Spanner	4/4	3	1	0																
15	15	56	56	0.0	0	0	Spanner	4/4	3	1	0												22		22		
15	15	56	56	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	337							64	22		22		
15	15	225/4	225/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	338							64	22		22		
15	15	113/2	113/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	339							64	22		22		
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	340								22		22		
15	15	57	57	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	341							65	22		22		
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	342							65	22		22		
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	343							65	22		22		
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	344								22		22		
15	15	58	58	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	345							66	22		22		
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	346							66	22		22		
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	347							66	22		22		
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	348								22		22		
15	15	59	59	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	349							67	22		22		
15	15	237/4	237/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	350							67	22		22		
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	351							67	22		22		
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	352								22		22		
15	15	56	56	2.0	0	0	Chord	4/4	3	2	1/2		1/2	1	353								22		22		
16	16	60	60	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	354	ü-											
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	355	-ber											
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	356	mir											
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	357	rauscht											
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	358	die											
16	16	61	61	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	359												
16	16	63	63	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	360												
16	16	60	60	0.0	0	0	Spanner	4/4	3	1	0																
16	16	60	60	0.0	0	0	Spanner	4/4	3	1	0												23		23		
16	16	60	60	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	361							68	23		23		
16	16	241/4	241/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	362							68	23		23		
16	16	121/2	121/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	363							68	23		23		
16	16	243/4	243/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	364								23		23		
16	16	61	61	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	365							69	23		23		
16	16	245/4	245/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	366							69	23		23		
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	367							69	23		23		
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	368								23		23		
16	16	62	62	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	369							70	23		23		
16	16	249/4	249/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	370							70	23		23		
16	16	125/2	125/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	371							70	23		23		
16	16	251/4	251/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	372								23		23		
16	16	63	63	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	373							71	23		23		
16	16	253/4	253/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	374							71	23		23		
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	375							71	23		23		
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	376								23		23		
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	377	schö-											
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	378	-ne											
17	17	65	65	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	379												
17	17	67	67	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	380												
17	17	64	64	0.0	0	0	Spanner	4/4	3	1	0																
17	17	64	64	0.0	0	0	Spanner	4/4	3	1	0												24		24		
17	17	64	64	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	381							72	24		24		
17	17	257/4	257/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	382							72	24		24		
17	17	129/2	129/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	383							72	24		24		
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	384								24		24		
17	17	65	65	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	385							73	24		24		
17	17	261/4	261/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	386							73	24		24		
17	17	131/2	131/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	387							73	24		24		
17	17	263/4	263/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	388								24		24		
17	17	66	66	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	389							74	24		24		
17	17	265/4	265/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	390							74	24		24		
17	17	133/2	133/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	391							74	24		24		
17	17	267/4	267/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	392								24		24		
17	17	67	67	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	393							75	24		24		
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	394							75	24		24		
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	395							75	24		24		
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	396								24		24		
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	397	Wald-											
18	18	70	70	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	398	-ein-											
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	399	-sam-											
18	18	69	69	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	400												
18	18	71	71	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	401												
18	18	68	68	0.0	0	0	Spanner	4/4	3	1	0																
18	18	68	68	0.0	0	0	Spanner	4/4	3	1	0												25		25		
18	18	68	68	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	402							76	25		25		
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	403							76	25		25		
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	404							76	25		25		
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	405								25		25		
18	18	69	69	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	406							77	25		25		
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	407							77	25		25		
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	408							77	25		25		
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	409								25		25		
18	18	70	70	0.0	1/2	1/2	Spanner	4/4	3	1	0																
18	18	70	70	0.0	1/2	1/2	Spanner	4/4	3	1	0												26		26		
18	18	70	70	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	410							78	26		26		
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	411							78	26		26		
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	412							78	26		26		
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	413								26		26		
18	18	71	71	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	414							79	26		26		
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	415							79	26		26		
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	416							79	26		26		
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	417								26		26		
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	418	-keit,						80					
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	419												
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	420	die											
19	19	73	73	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	421												
19	19	75	75	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	422												
19	19	72	72	0.0	0	0	Spanner	4/4	3	1	0																
19	19	72	72	0.0	0	0	Spanner	4/4	3	1	0												27		27		
19	19	72	72	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	423							81	27		27		
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	424							81	27		27		
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	425							81	27		27		
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	426								27		27		
19	19	73	73	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	427							82	27		27		
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	428							82	27		27		
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	429							82	27		27		
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	430								27		27		
19	19	74	74	0.0	1/2	1/2	Spanner	4/4	3	1	0																
19	19	74	74	0.0	1/2	1/2	Spanner	4/4	3	1	0												28		28		
19	19	74	74	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	431							83	28		28		
19	19	297/4	297/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	432							83	28		28		
19	19	149/2	149/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	433							83	28		28		
19	19	299/4	299/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	434								28		28		
19	19	75	75	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	435							84	28		28		
19	19	301/4	301/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	436							84	28		28		
19	19	151/2	151/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	437							84	28		28		
19	19	303/4	303/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	438								28		28		
20	20	76	76	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	439	schö-											
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	440	-ne											
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	441	Wald-											
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	442	-ein-											
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	443	-sam-											
20	20	77	77	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	444												
20	20	79	79	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	445												
20	20	76	76	0.0	0	0	Spanner	4/4	3	1	0																
20	20	76	76	0.0	0	0	Spanner	4/4	3	1	0												29		29		
20	20	76	76	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	446							85	29		29		
20	20	305/4	305/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	447							85	29		29		
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	448							85	29		29		
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	449								29		29		
20	20	77	77	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	450							86	29		29		
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	451							86	29		29		
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	452							86	29		29		
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	453								29		29		
20	20	78	78	0.0	1/2	1/2	Spanner	4/4	3	1	0																
20	20	78	78	0.0	1/2	1/2	Spanner	4/4	3	1	0												30		30		
20	20	78	78	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	454							87	30		30		
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	455							87	30		30		
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	456							87	30		30		
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	457								30		30		
20	20	79	79	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	458							88	30		30		
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	459							88	30		30		
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	460							88	30		30		
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	461								30		30		
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	462	-keit,											
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	463	und											
21	21	81	81	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	464												
21	21	83	83	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	465												
21	21	80	80	0.0	0	0	Spanner	4/4	3	1	0												31		31		
21	21	80	80	0.0	0	0	Spanner	4/4	3	1	0												31		31		
21	21	80	80	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	466							89	31		31		
21	21	321/4	321/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	467							89	31		31		
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	468							89	31		31		
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	469								31		31		
21	21	81	81	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	470							90	31		31		
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	471							90	31		31		
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	472							90	31		31		
