mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1	.E.I	E	I		I		I						M	0	0	0, 4, 1		0	0
2	2	0	0	3/4	1	1	V(64)	E	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
2	2	1/4	1/4	3/4	1	1	V	E	I		V		V						M	0	0	1, 5, 2		1	1
3	3	0	0	3/4	1	1	I(64)	E	I		I(64)		I			64			M	0	0	0, -1, 3		0	0
3	3	1/4	1/4	3/4	1	1	I	E	I		I		I						M	0	0	0, 4, 1		0	0
4	4	0	0	3/4	1	1	V(64)	E	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
4	4	1/4	1/4	3/4	1	1	V	E	I		V		V						M	0	0	1, 5, 2		1	1
5	5	0	0	3/4	1	1	I(64)	E	I		I(64)		I			64			M	0	0	0, -1, 3		0	0
5	5	1/4	1/4	3/4	1	1	I\\	E	I		I		I					\\	M	0	0	0, 4, 1		0	0
6	6	0	0	3/4	1	1	V(64)	E	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
6	6	1/4	1/4	3/4	1	1	V	E	I		V		V						M	0	0	1, 5, 2		1	1
7	7	0	0	3/4	1	1	I(64)	E	I		I(64)		I			64			M	0	0	0, -1, 3		0	0
7	7	1/4	1/4	3/4	1	1	I	E	I		I		I						M	0	0	0, 4, 1		0	0
8	8	0	0	3/4	1	1	V(64)	E	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
8	8	1/4	1/4	3/4	1	1	V	E	I		V		V						M	0	0	1, 5, 2		1	1
9	9	0	0	3/4	1	1	I\\	E	I		I		I					\\	M	0	0	0, 4, 1		0	0
10	10	0	0	3/4	1	1	V7/vii	E	I		V7/vii		V		7		vii		Mm7	0	0	6, 10, 7, 4		6	6
11	11	0	0	3/4	1	1	vii	E	I		vii		vii						m	0	0	5, 2, 6		5	5
11	11	1/2	1/2	3/4	1	1	V7/vi	E	I		V7/vi		V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
12	12	0	0	3/4	1	1	vi	E	I		vi		vi						m	0	0	3, 0, 4		3	3
12	12	1/2	1/2	3/4	1	1	V7/V	E	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
13	13	0	0	3/4	1	1	V	E	I		V		V						M	0	0	1, 5, 2		1	1
13	13	1/4	1/4	3/4	1	1	V2	E	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	0	0	3/4	1	1	V(64)	E	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
14	14	1/2	1/2	3/4	1	1	V7	E	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
15	15	0	0	3/4	1	1	.bVI.I[I\\	E	bVI	I	I		I					\\	M	0	0	0, 4, 1		0	0
18	18	0	0	3/4	1	1	IV	E	bVI	I	IV		IV						M	0	0	-1, 3, 0		-1	-1
19	19	0	0	3/4	1	1	V	E	bVI	I	V		V						M	0	0	1, 5, 2		1	1
20	20	0	0	3/4	1	1	I\\	E	bVI	I	I		I					\\	M	0	0	0, 4, 1		0	0
22	22	0	0	3/4	1	1	viio43/V	E	bVI	I	viio43/V		vii	o	43		V		o7	0	0	0, -3, 6, 3		6	0
23	23	0	0	3/4	1	1	V7	E	bVI	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
24	24	0	0	3/4	1	1	I]\\	E	bVI	I	I		I					\\	M	0	0	0, 4, 1		0	0
25	25	0	0	3/4	1	1	i.Ger6	E	i		Ger6	Ger	vii	o	65	b3	V		Ger	0	1	-4, 0, -3, 6		6	-4
25	25	5/8	5/8	3/4	1	1	.Fr6	E	i		Fr6	Fr	V		7	b5	V		Fr	0	1	2, 6, -4, 0		2	2
26	26	0	0	3/4	1	1	V	E	i		V		V						M	0	1	1, 5, 2		1	1
27	27	0	0	3/4	1	1	.Fr6/vii	E	i		Fr6/vii	Fr	V		7	b5	V/vii		Fr	0	1	0, 4, -6, -2		0	0
28	28	0	0	3/4	1	1	IV	E	i		IV		IV						M	0	1	-1, 3, 0		-1	-1
29	29	0	0	3/4	1	1	IV	E	i		IV		IV						M	0	1	-1, 3, 0		-1	-1
29	29	1/4	1/4	3/4	1	1	iv	E	i		iv		iv						m	0	1	-1, -4, 0		-1	-1
29	29	1/2	1/2	3/4	1	1	i6	E	i		i6		i		6				m	0	1	-3, 1, 0		0	-3
30	30	0	0	3/4	1	1	i2	E	i		i2		i		2				mm7	0	1	-2, 0, -3, 1		0	-2
30	30	1/4	1/4	3/4	1	1	iv6	E	i		iv6		iv		6				m	0	1	-4, 0, -1		-1	-4
30	30	1/2	1/2	3/4	1	1	i64	E	i		i64		i		64				m	0	1	1, 0, -3		0	1
31	31	0	0	3/4	1	1	ii%65	E	i		ii%65		ii	%	65				%7	0	1	-1, -4, 0, 2		2	-1
32	32	0	0	3/4	1	1	V\\	E	i		V		V					\\	M	0	1	1, 5, 2		1	1
33	33	0	0	3/4	1	1	I.I	E	I		I		I						M	0	0	0, 4, 1		0	0
34	34	0	0	3/4	1	1	V(64)	E	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
34	34	1/4	1/4	3/4	1	1	V	E	I		V		V						M	0	0	1, 5, 2		1	1
35	35	0	0	3/4	1	1	I(64)	E	I		I(64)		I			64			M	0	0	0, -1, 3		0	0
35	35	1/4	1/4	3/4	1	1	I	E	I		I		I						M	0	0	0, 4, 1		0	0
36	36	0	0	3/4	1	1	V(64)	E	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
36	36	1/4	1/4	3/4	1	1	V	E	I		V		V						M	0	0	1, 5, 2		1	1
