mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/4	3	1	E.I	E	I		I		I							M	0	0	0, 4, 1		0	0
2	2	3	0.5	0	0	3/4	3	1	I(42)	E	I		I(42)		I			42				M	0	0	2, -1, 1		0	2
2	2	7/2	0.5	1/8	1/8	3/4	3	1	I	E	I		I		I							M	0	0	0, 4, 1		0	0
2	2	4	1.5	1/4	1/4	3/4	3	1	IV	E	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
2	2	11/2	0.5	5/8	5/8	3/4	3	1	I6	E	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	3	6	0.5	0	0	3/4	3	1	ii7(4)	E	I		ii7(4)		ii		7	4				mm7	0	0	2, 1, 3, 0		2	2
3	3	13/2	0.5	1/8	1/8	3/4	3	1	V7	E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	7	2.0	1/4	1/4	3/4	3	1	I	E	I		I		I							M	0	0	0, 4, 1		0	0
4	4	9	0.5	0	0	3/4	3	1	V6	E	I		V6		V		6					M	0	0	5, 2, 1		1	5
4	4	19/2	0.5	1/8	1/8	3/4	3	1	I6	E	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	4	10	1.5	1/4	1/4	3/4	3	1	ii65/V	E	I		ii65/V		ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
4	4	23/2	0.5	5/8	5/8	3/4	3	1	V7/V	E	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
5	5	12	1.5	0	0	3/4	3	1	I(4)/V\\	E	I		I(4)/V		I			4	V		\\	M	0	0	1, 0, 2		1	1
5	5	27/2	1.5	3/8	3/8	3/4	3	1	V7	E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	15	1.0	0	0	3/4	3	1	I	E	I		I		I							M	0	0	0, 4, 1		0	0
6	6	16	1.5	1/4	1/4	3/4	3	1	IV	E	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
6	6	35/2	0.5	5/8	5/8	3/4	3	1	V43/ii	E	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
7	7	18	0.5	0	0	3/4	3	1	ii(#74)	E	I		ii(#74)		ii			#74				m	0	0	2, 1, 3	7	2	2
7	7	37/2	0.5	1/8	1/8	3/4	3	1	ii	E	I		ii		ii							m	0	0	2, -1, 3		2	2
7	7	19	1.5	1/4	1/4	3/4	3	1	vi	E	I		vi		vi							m	0	0	3, 0, 4		3	3
7	7	41/2	0.5	5/8	5/8	3/4	3	1	vii%65/V	E	I		vii%65/V		vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
8	8	21	0.5	0	0	3/4	3	1	I6/V	E	I		I6/V		I		6		V			M	0	0	5, 2, 1		1	5
8	8	43/2	0.5	1/8	1/8	3/4	3	1	vi/V	E	I		vi/V		vi				V			m	0	0	4, 1, 5		4	4
8	8	22	1.5	1/4	1/4	3/4	3	1	vi65	E	I		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
8	8	47/2	0.5	5/8	5/8	3/4	3	1	V7/V	E	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
9	9	24	1.5	0	0	3/4	3	1	I/V\\	E	I		I/V		I				V		\\	M	0	0	1, 5, 2		1	1
9	9	51/2	1.0	3/8	3/8	3/4	3	1	V7	E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	53/2	2.0	5/8	5/8	3/4	3	1	V2	E	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
