mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0.0	4/4	3	1	e.i	e	i		i		i							m	1	1	0, -3, 1		0	0
1	1	1/2	0.5	4/4	3	1	viio/VII	e	i		viio/VII		vii	o			VII			o	1	1	3, 0, -3		3	3
1	1	3/4	0.75	4/4	3	1	viio64/VII	e	i		viio64/VII		vii	o	64		VII			o	1	1	-3, 3, 0		3	-3
2	2	0	0.0	4/4	3	1	VII6	e	i		VII6		VII		6					M	1	1	2, -1, -2		-2	2
2	2	1/4	0.25	4/4	3	1	viio6/VII	e	i		viio6/VII		vii	o	6		VII			o	1	1	0, -3, 3		3	0
2	2	1/2	0.5	4/4	3	1	v6	e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
2	2	3/4	0.75	4/4	3	1	iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
3	3	0	0.0	4/4	3	1	#viio65/iv	e	i		#viio65/iv		#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
3	3	1/2	0.5	4/4	3	1	viio/VI	e	i		viio/VI		vii	o			VI			o	1	1	1, -2, -5		1	1
3	3	3/4	0.75	4/4	3	1	viio64/VI	e	i		viio64/VI		vii	o	64		VI			o	1	1	-5, 1, -2		1	-5
4	4	0	0.0	4/4	3	1	VI6	e	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
4	4	1/4	0.25	4/4	3	1	viio6/VI	e	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
4	4	1/2	0.5	4/4	3	1	iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	3/4	0.75	4/4	3	1	III6	e	i		III6		III		6					M	1	1	1, -2, -3		-3	1
5	5	0	0.0	4/4	3	1	viio/III	e	i		viio/III		vii	o			III			o	1	1	2, -1, -4		2	2
5	5	3/4	0.75	4/4	3	1	viio2/VI	e	i		viio2/VI		vii	o	2		VI			o7	1	1	-8, 1, -2, -5		1	-8
6	6	0	0.0	4/4	3	1	VI	e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
6	6	1/4	0.25	4/4	3	1	viio7/V	e	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
6	6	1/2	0.5	4/4	3	1	V	e	i		V		V							M	1	1	1, 5, 2		1	1
6	6	3/4	0.75	4/4	3	1	#viio7/iv	e	i		#viio7/iv		#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
7	7	0	0.0	4/4	3	1	iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
7	7	1/4	0.25	4/4	3	1	bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
7	7	1/2	0.5	4/4	3	1	V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
7	7	3/4	0.75	4/4	3	1	V	e	i		V		V							M	1	1	1, 5, 2		1	1
8	8	0	0.0	4/4	3	1	i[i\\	e	i	i	i		i						\\	m	1	1	0, -3, 1		0	0
8	8	1/2	0.5	4/4	3	1	viio6/VII	e	i	i	viio6/VII		vii	o	6		VII			o	1	1	0, -3, 3		3	0
9	9	0	0.0	4/4	3	1	VII6]	e	i	i	VII6		VII		6					M	1	1	2, -1, -2		-2	2
9	9	1/4	0.25	4/4	3	1	v(4)	e	i		v(4)		v			4				m	1	1	1, 0, 2		1	1
9	9	1/2	0.5	4/4	3	1	v	e	i		v		v							m	1	1	1, -2, 2		1	1
9	9	3/4	0.75	4/4	3	1	iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
10	10	0	0.0	4/4	3	1	#viio65/iv	e	i		#viio65/iv		#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
10	10	1/2	0.5	4/4	3	1	viio/VI	e	i		viio/VI		vii	o			VI			o	1	1	1, -2, -5		1	1
10	10	3/4	0.75	4/4	3	1	viio64/VI	e	i		viio64/VI		vii	o	64		VI			o	1	1	-5, 1, -2		1	-5
11	11	0	0.0	4/4	3	1	VI6	e	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
11	11	1/4	0.25	4/4	3	1	viio6/VI	e	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
11	11	1/2	0.5	4/4	3	1	iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	3/4	0.75	4/4	3	1	III6	e	i		III6		III		6					M	1	1	1, -2, -3		-3	1
12	12	0	0.0	4/4	3	1	viio/III	e	i		viio/III		vii	o			III			o	1	1	2, -1, -4		2	2
12	12	3/4	0.75	4/4	3	1	#viio65	e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
13	13	0	0.0	4/4	3	1	Ger6	e	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
15	15	0	0.0	4/4	3	1	V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
15	15	1/4	0.25	4/4	3	1	V7(6)	e	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
15	15	3/4	0.75	4/4	3	1	V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	16	0	0.0	4/4	3	1	i[i\\	e	i	i	i		i						\\	m	1	1	0, -3, 1		0	0
16	16	1/2	0.5	4/4	3	1	viio6/VII	e	i	i	viio6/VII		vii	o	6		VII			o	1	1	0, -3, 3		3	0
17	17	0	0.0	4/4	3	1	VII6]	e	i	i	VII6		VII		6					M	1	1	2, -1, -2		-2	2
17	17	1/4	0.25	4/4	3	1	v[v(4)	e	i	v	v(4)		v			4				m	1	1	1, 0, 2		1	1
17	17	1/2	0.5	4/4	3	1	v	e	i	v	v		v							m	1	1	1, -2, 2		1	1
17	17	3/4	0.75	4/4	3	1	iv6	e	i	v	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
18	18	0	0.0	4/4	3	1	#viio65/iv]	e	i	v	#viio65/iv		#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
18	18	1/4	0.25	4/4	3	1	i[viio/VI	e	i	i	viio/VI		vii	o			VI			o	1	1	1, -2, -5		1	1
18	18	3/4	0.75	4/4	3	1	viio64/VI	e	i	i	viio64/VI		vii	o	64		VI			o	1	1	-5, 1, -2		1	-5
19	19	0	0.0	4/4	3	1	VI6]	e	i	i	VI6		VI		6					M	1	1	0, -3, -4		-4	0
19	19	1/4	0.25	4/4	3	1	iv(4)	e	i		iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1
19	19	1/2	0.5	4/4	3	1	iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
19	19	3/4	0.75	4/4	3	1	III6	e	i		III6		III		6					M	1	1	1, -2, -3		-3	1
20	20	0	0.0	4/4	3	1	viio6/III	e	i		viio6/III		vii	o	6		III			o	1	1	-1, -4, 2		2	-1
20	20	1/2	0.5	4/4	3	1	#viio65	e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
21	21	0	0.0	4/4	3	1	Ger6	e	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
23	23	0	0.0	4/4	3	1	V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
23	23	1/4	0.25	4/4	3	1	V7(6)	e	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
23	23	3/4	0.75	4/4	3	1	V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
24	24	0	0.0	4/4	3	1	i[i\\	e	i	i	i		i						\\	m	1	1	0, -3, 1		0	0
24	24	1/2	0.5	4/4	3	1	viio6/VII	e	i	i	viio6/VII		vii	o	6		VII			o	1	1	0, -3, 3		3	0
25	25	0	0.0	4/4	3	1	VII6(4)]	e	i	i	VII6(4)		VII		6	4				M	1	1	-3, -1, -2		-2	-3
25	25	1/8	0.125	4/4	3	1	v	e	i		v		v							m	1	1	1, -2, 2		1	1
25	25	1/4	0.25	4/4	3	1	#viio6/v	e	i		#viio6/v		#vii	o	6		v			o	1	1	3, 0, 6		6	3
25	25	1/2	0.5	4/4	3	1	i6/v	e	i		i6/v		i		6		v			m	1	1	-2, 2, 1		1	-2
25	25	3/4	0.75	4/4	3	1	v/v	e	i		v/v		v				v			m	1	1	2, -1, 3		2	2
26	26	0	0.0	4/4	3	1	#vi.V2(4)	e	#vi		V2(4)		V		2	4				Mm7	1	1	-1, 1, 0, 2		1	-1
26	26	1/4	0.25	4/4	3	1	V7	e	#vi		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	1/2	0.5	4/4	3	1	V7(9)	e	#vi		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
27	27	0	0.0	4/4	3	1	i	e	#vi		i		i							m	1	1	0, -3, 1		0	0
27	27	1/4	0.25	4/4	3	1	#viio6	e	#vi		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
27	27	1/2	0.5	4/4	3	1	i6	e	#vi		i6		i		6					m	1	1	-3, 1, 0		0	-3
27	27	3/4	0.75	4/4	3	1	#viio7/iv	e	#vi		#viio7/iv		#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
28	28	0	0.0	4/4	3	1	iv	e	#vi		iv		iv							m	1	1	-1, -4, 0		-1	-1
28	28	1/4	0.25	4/4	3	1	#viio43	e	#vi		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
28	28	1/2	0.5	4/4	3	1	V2	e	#vi		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
28	28	3/4	0.75	4/4	3	1	i6	e	#vi		i6		i		6					m	1	1	-3, 1, 0		0	-3
29	29	0	0.0	4/4	3	1	iv	e	#vi		iv		iv							m	1	1	-1, -4, 0		-1	-1
29	29	1/4	0.25	4/4	3	1	#viio43	e	#vi		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
29	29	1/2	0.5	4/4	3	1	V2	e	#vi		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
29	29	3/4	0.75	4/4	3	1	i6	e	#vi		i6		i		6					m	1	1	-3, 1, 0		0	-3
30	30	0	0.0	4/4	3	1	#viio6	e	#vi		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
30	30	1/4	0.25	4/4	3	1	V43	e	#vi		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
30	30	1/2	0.5	4/4	3	1	i(#7)	e	#vi		i(#7)		i			#7				m	1	1	0, -3, 1	5	0	0
30	30	3/4	0.75	4/4	3	1	i	e	#vi		i		i							m	1	1	0, -3, 1		0	0
31	31	0	0.0	4/4	3	1	#viio6	e	#vi		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
31	31	1/4	0.25	4/4	3	1	V43	e	#vi		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
31	31	1/2	0.5	4/4	3	1	i(#7)	e	#vi		i(#7)		i			#7				m	1	1	0, -3, 1	5	0	0
31	31	3/4	0.75	4/4	3	1	i	e	#vi		i		i							m	1	1	0, -3, 1		0	0
32	32	0	0.0	4/4	3	1	i.V7(b9)/V	e	i		V7(b9)/V		V		7	b9	V			Mm7	1	1	2, 6, 3, 0	-3	2	2
32	32	1/2	0.5	4/4	3	1	V7(b9+#9)/V	e	i		V7(b9+#9)/V		V		7	b9+#9	V			Mm7	1	1	2, 6, 3, 0	-3, 11	2	2
33	33	0	0.0	4/4	3	1	V7(b9)/V	e	i		V7(b9)/V		V		7	b9	V			Mm7	1	1	2, 6, 3, 0	-3	2	2
34	34	0	0.0	4/4	3	1	v	e	i		v		v							m	1	1	1, -2, 2		1	1
34	34	1/2	0.5	4/4	3	1	v6	e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
35	35	0	0.0	4/4	3	1	#viio2/iv	e	i		#viio2/iv		#vii	o	2		iv			o7	1	1	-5, 4, 1, -2		4	-5
35	35	1/2	0.5	4/4	3	1	V7/iv	e	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
36	36	0	0.0	4/4	3	1	iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
36	36	1/2	0.5	4/4	3	1	iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
37	37	0	0.0	4/4	3	1	#viio7	e	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
