mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	4/4	3	1	e.i	e	i		i		i							m	1	1	0, -3, 1		0	0
1	1	2	1.0	1/2	1/2	4/4	3	1	viio/VII	e	i		viio/VII		vii	o			VII			o	1	1	3, 0, -3		3	3
1	1	3	1.0	3/4	3/4	4/4	3	1	viio64/VII	e	i		viio64/VII		vii	o	64		VII			o	1	1	-3, 3, 0		3	-3
2	2	4	1.0	0	0	4/4	3	1	VII6	e	i		VII6		VII		6					M	1	1	2, -1, -2		-2	2
2	2	5	1.0	1/4	1/4	4/4	3	1	viio6/VII	e	i		viio6/VII		vii	o	6		VII			o	1	1	0, -3, 3		3	0
2	2	6	1.0	1/2	1/2	4/4	3	1	v6	e	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
2	2	7	1.0	3/4	3/4	4/4	3	1	iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
3	3	8	2.0	0	0	4/4	3	1	#viio65/iv	e	i		#viio65/iv		#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
3	3	10	1.0	1/2	1/2	4/4	3	1	viio/VI	e	i		viio/VI		vii	o			VI			o	1	1	1, -2, -5		1	1
3	3	11	1.0	3/4	3/4	4/4	3	1	viio64/VI	e	i		viio64/VI		vii	o	64		VI			o	1	1	-5, 1, -2		1	-5
4	4	12	1.0	0	0	4/4	3	1	VI6	e	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
4	4	13	1.0	1/4	1/4	4/4	3	1	viio6/VI	e	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
4	4	14	1.0	1/2	1/2	4/4	3	1	iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	15	1.0	3/4	3/4	4/4	3	1	III6	e	i		III6		III		6					M	1	1	1, -2, -3		-3	1
5	5	16	3.0	0	0	4/4	3	1	viio/III	e	i		viio/III		vii	o			III			o	1	1	2, -1, -4		2	2
5	5	19	1.0	3/4	3/4	4/4	3	1	viio2/VI	e	i		viio2/VI		vii	o	2		VI			o7	1	1	-8, 1, -2, -5		1	-8
6	6	20	1.0	0	0	4/4	3	1	VI	e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
6	6	21	1.0	1/4	1/4	4/4	3	1	viio7/V	e	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
6	6	22	1.0	1/2	1/2	4/4	3	1	V	e	i		V		V							M	1	1	1, 5, 2		1	1
6	6	23	1.0	3/4	3/4	4/4	3	1	#viio7/iv	e	i		#viio7/iv		#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
7	7	24	1.0	0	0	4/4	3	1	iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
7	7	25	1.0	1/4	1/4	4/4	3	1	bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
7	7	26	1.0	1/2	1/2	4/4	3	1	V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
7	7	27	1.0	3/4	3/4	4/4	3	1	V	e	i		V		V							M	1	1	1, 5, 2		1	1
8	8	28	2.0	0	0	4/4	3	1	i[i\\	e	i	i	i		i						\\	m	1	1	0, -3, 1		0	0
8	8	30	2.0	1/2	1/2	4/4	3	1	viio6/VII	e	i	i	viio6/VII		vii	o	6		VII			o	1	1	0, -3, 3		3	0
9	9	32	1.0	0	0	4/4	3	1	VII6]	e	i	i	VII6		VII		6					M	1	1	2, -1, -2		-2	2
9	9	33	1.0	1/4	1/4	4/4	3	1	v(4)	e	i		v(4)		v			4				m	1	1	1, 0, 2		1	1
9	9	34	1.0	1/2	1/2	4/4	3	1	v	e	i		v		v							m	1	1	1, -2, 2		1	1
9	9	35	1.0	3/4	3/4	4/4	3	1	iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
10	10	36	2.0	0	0	4/4	3	1	#viio65/iv	e	i		#viio65/iv		#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
10	10	38	1.0	1/2	1/2	4/4	3	1	viio/VI	e	i		viio/VI		vii	o			VI			o	1	1	1, -2, -5		1	1
10	10	39	1.0	3/4	3/4	4/4	3	1	viio64/VI	e	i		viio64/VI		vii	o	64		VI			o	1	1	-5, 1, -2		1	-5
11	11	40	1.0	0	0	4/4	3	1	VI6	e	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
11	11	41	1.0	1/4	1/4	4/4	3	1	viio6/VI	e	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
11	11	42	1.0	1/2	1/2	4/4	3	1	iv6	e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	43	1.0	3/4	3/4	4/4	3	1	III6	e	i		III6		III		6					M	1	1	1, -2, -3		-3	1
12	12	44	3.0	0	0	4/4	3	1	viio/III	e	i		viio/III		vii	o			III			o	1	1	2, -1, -4		2	2
12	12	47	1.0	3/4	3/4	4/4	3	1	#viio65	e	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
13	13	48	8.0	0	0	4/4	3	1	Ger6	e	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
15	15	56	1.0	0	0	4/4	3	1	V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
15	15	57	2.0	1/4	1/4	4/4	3	1	V7(6)	e	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
15	15	59	1.0	3/4	3/4	4/4	3	1	V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	16	60	2.0	0	0	4/4	3	1	i[i\\	e	i	i	i		i						\\	m	1	1	0, -3, 1		0	0
16	16	62	2.0	1/2	1/2	4/4	3	1	viio6/VII	e	i	i	viio6/VII		vii	o	6		VII			o	1	1	0, -3, 3		3	0
17	17	64	1.0	0	0	4/4	3	1	VII6]	e	i	i	VII6		VII		6					M	1	1	2, -1, -2		-2	2
17	17	65	1.0	1/4	1/4	4/4	3	1	v[v(4)	e	i	v	v(4)		v			4				m	1	1	1, 0, 2		1	1
17	17	66	1.0	1/2	1/2	4/4	3	1	v	e	i	v	v		v							m	1	1	1, -2, 2		1	1
17	17	67	1.0	3/4	3/4	4/4	3	1	iv6	e	i	v	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
