mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	2/4	3	1	a.I64	a	i		I64	I		64					M	1	1	1, 0, 4		0	1
2	2	2	1.0	0	0	2/4	3	1	I[I(4)	a	i	I	I(4)	I			4				M	1	1	0, -1, 1		0	0
2	2	3	0.5	1/4	1/4	2/4	3	1	#viio43(2)/ii	a	i	I	#viio43(2)/ii	#vii	o	43	2	ii			o7	1	1	1, -2, 2, 4		7	1
2	2	7/2	0.5	3/8	3/8	2/4	3	1	viio7/ii	a	i	I	viio7/ii	vii	o	7		ii			o7	1	1	0, -3, -6, -9		0	0
3	3	4	0.5	0	0	2/4	3	1	V43(9)/V	a	i	I	V43(9)/V	V		43	9	V			Mm7	1	1	3, 0, 2, 6	4	2	3
3	3	9/2	1.5	1/8	1/8	2/4	3	1	V43/V	a	i	I	V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
4	4	6	1.0	0	0	2/4	3	1	V65(9)	a	i	I	V65(9)	V		65	9				Mm7	1	1	5, 2, -1, 1	-4	1	5
4	4	7	1.0	1/4	1/4	2/4	3	1	V65	a	i	I	V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
5	5	8	0.5	0	0	2/4	3	1	I(94)	a	i	I	I(94)	I			94				M	1	1	0, -1, 1	2	0	0
5	5	17/2	0.5	1/8	1/8	2/4	3	1	I	a	i	I	I	I							M	1	1	0, 4, 1		0	0
5	5	9	1.0	1/4	1/4	2/4	3	1	I+	a	i	I	I+	I	+						+	1	1	0, 4, 8		0	0
6	6	10	2.0	0	0	2/4	3	1	vi6	a	i	I	vi6	vi		6					m	1	1	-7, -3, -4		-4	-7
7	7	12	0.5	0	0	2/4	3	1	V2(4)/V	a	i	I	V2(4)/V	V		2	4	V			Mm7	1	1	0, 2, 1, 3		2	0
7	7	25/2	0.5	1/8	1/8	2/4	3	1	V2/V]	a	i	I	V2/V	V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
7	7	13	0.5	1/4	1/4	2/4	3	1	V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
7	7	27/2	0.5	3/8	3/8	2/4	3	1	V+6	a	i		V+6	V	+	6					+	1	1	5, 9, 1		1	5
8	8	14	0.75	0	0	2/4	3	1	V.ii65	a	V		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
8	8	59/4	0.25	3/16	3/16	2/4	3	1	viio7/V	a	V		viio7/V	vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
8	8	15	0.75	1/4	1/4	2/4	3	1	V(64)	a	V		V(64)	V			64				M	1	0	1, 0, 4		1	1
8	8	63/4	0.25	7/16	7/16	2/4	3	1	V7	a	V		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
9	9	16	2.5	0	0	2/4	3	1	I\\	a	V		I	I						\\	M	1	0	0, 4, 1		0	0
10	10	37/2	0.5	1/8	1/8	2/4	3	1	V2/IV	a	V		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
