mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	10.0	0	0	4/4	3	1	e.i		e	i		i		i							m	1	1	0, -3, 1		0	0
3	3	10	10	2.0	1/2	1/2	4/4	3	1	iv7		e	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
4	4	12	12	2.0	0	0	4/4	3	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
4	4	14	14	4.0	1/2	1/2	4/4	3	1	i\\		e	i		i		i						\\	m	1	1	0, -3, 1		0	0
5	5	18	18	2.0	1/2	1/2	4/4	3	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
6	6	20	20	2.0	0	0	4/4	3	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
6	6	22	22	2.0	1/2	1/2	4/4	3	1	i64	V(64)	e	i		i64		i		64					m	1	1	1, 0, -3		0	1
7	7	24	24	2.0	0	0	4/4	3	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
7	7	26	26	2.0	1/2	1/2	4/4	3	1	VI.IV		e	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
8	8	28	28	2.0	0	0	4/4	3	1	V		e	VI		V		V							M	1	0	1, 5, 2		1	1
8	8	30	30	4.0	1/2	1/2	4/4	3	1	I\\		e	VI		I		I						\\	M	1	0	0, 4, 1		0	0
9	9	34	34	2.0	1/2	1/2	4/4	3	1	I6		e	VI		I6		I		6					M	1	0	4, 1, 0		0	4
10	10	36	36	2.0	0	0	4/4	3	1	IV		e	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
10	10	38	38	2.0	1/2	1/2	4/4	3	1	ii7		e	VI		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
11	11	40	40	2.0	0	0	4/4	3	1	I6(+6)		e	VI		I6(+6)		I		6	+6				M	1	0	4, 1, 0	3	0	4
11	11	42	42	2.0	1/2	1/2	4/4	3	1	ii65		e	VI		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
12	12	44	44	2.0	0	0	4/4	3	1	V(+4)		e	VI		V(+4)		V			+4				M	1	0	1, 5, 2	0	1	1
12	12	46	46	2.0	1/2	1/2	4/4	3	1	IM65		e	VI		IM65		I	M	65					MM7	1	0	4, 1, 5, 0		0	4
13	13	48	48	2.0	0	0	4/4	3	1	IV(+4)		e	VI		IV(+4)		IV			+4				M	1	0	-1, 3, 0	5	-1	-1
13	13	50	50	2.0	1/2	1/2	4/4	3	1	IM43		e	VI		IM43		I	M	43					MM7	1	0	1, 5, 0, 4		0	1
14	14	52	52	2.0	0	0	4/4	3	1	iv.i		e	iv		i		i							m	1	1	0, -3, 1		0	0
14	14	54	54	2.0	1/2	1/2	4/4	3	1	iv7(9)		e	iv		iv7(9)		iv		7	9				mm7	1	1	-1, -4, 0, -3	1	-1	-1
15	15	56	56	2.0	0	0	4/4	3	1	iio6		e	iv		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
15	15	58	58	2.0	1/2	1/2	4/4	3	1	Ger6		e	iv		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
16	16	60	60	2.0	0	0	4/4	3	1	#viio2		e	iv		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
16	16	62	62	1.0	1/2	1/2	4/4	3	1	V(6)		e	iv		V(6)		V			6				M	1	1	1, 5, -3		1	1
16	16	63	63	1.0	3/4	3/4	4/4	3	1	V(64)		e	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
17	17	64	64	2.0	0	0	4/4	3	1	V(4)		e	iv		V(4)		V			4				M	1	1	1, 0, 2		1	1
